name,rating,reviews,price_range,category,address,phone,website,hours,plus_code,description,google_maps_url,instagram,tiktok,photos,videos,reviews_data
"ABANK COFFEE Kediri - DOKO","4.6","140","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/ABANK+COFFEE+Kediri+-+DOKO/data=!4m7!3m6!1s0x2e78575d8e901bf3:0xb5bc11f904953c!8m2!3d-7.8106599!4d112.0397695!16s%2Fg%2F11cs46xv_z!19sChIJ8xuQjl1XeC4RPJUE-RG8tQA","","","","",""
"Bakol Kopi Kediri","4.4","167","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Bakol+Kopi+Kediri/data=!4m7!3m6!1s0x2e7856fd2d5ae41d:0xfa6eaf77e440ceca!8m2!3d-7.8278364!4d111.9946846!16s%2Fg%2F11c0rnjl3w!19sChIJHeRaLf1WeC4Rys5A5Hevbvo","","","","",""
"Simple Kopi","4.6","363","Rp 1–25.000","Buka Kam pukul 08.30  ""Baristanya lucu dan friendly juga.""","","","","","","","https://www.google.com/maps/place/Simple+Kopi/data=!4m7!3m6!1s0x2e78576b108dcbb1:0xf1e605f29b611a20!8m2!3d-7.811456!4d112.0283156!16s%2Fg%2F11fm_47t_n!19sChIJscuNEGtXeC4RIBphm_IF5vE","","","","",""
"Cafe Prongos","4.5","1001","Rp 1–25.000","Cafe Prongos  4,5(1.001)","","","","","","","https://www.google.com/maps/place/Cafe+Prongos/data=!4m7!3m6!1s0x2e79aac7fa52bd3f:0xb991c258c98acaec!8m2!3d-7.8643084!4d111.8377824!16s%2Fg%2F11hczzw9qc!19sChIJP71S-seqeS4R7MqKyVjCkbk","","","","",""
"D'WIF CAFE","4.6","345","Rp 1–25.000","D'WIF CAFE  4,6(345)","","","","","","","https://www.google.com/maps/place/D%27WIF+CAFE/data=!4m7!3m6!1s0x2e7857a4f68e0323:0x3e74b7cff820a41b!8m2!3d-7.8406188!4d112.0158462!16s%2Fg%2F11gfm9yfzq!19sChIJIwOO9qRXeC4RG6Qg-M-3dD4","","","","",""
"Yan’s Coffee·Link yang dikunjungi","4.5","103","Rp 25–50 rb","","","","","","","","https://www.google.com/maps/place/Yan%E2%80%99s+Coffee/data=!4m7!3m6!1s0x2e7857e229541439:0x1da352ef04601865!8m2!3d-7.8097464!4d112.001829!16s%2Fg%2F11rhd_yfgp!19sChIJORRUKeJXeC4RZRhgBO9Sox0","","","","",""
"RENCANG COFFEE","4.8","102","$","","","","","","","","https://www.google.com/maps/place/RENCANG+COFFEE/data=!4m7!3m6!1s0x2e7857fb307d6401:0xb86b146e93426c93!8m2!3d-7.8250091!4d112.0056701!16s%2Fg%2F11fkcl6s8n!19sChIJAWR9MPtXeC4Rk2xCk24Ua7g","","","","",""
"Alohacoffee","4.1","52","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Alohacoffee/data=!4m7!3m6!1s0x2e785707c694b2c1:0x34c0a5f043b47f31!8m2!3d-7.8343328!4d112.0127545!16s%2Fg%2F11lgktzmzz!19sChIJwbKUxgdXeC4RMX-0Q_ClwDQ","","","","",""
"Basecamp Cafe","4.0","121","Rp 1–25.000","Basecamp Cafe  4,0(121)","","","","","","","https://www.google.com/maps/place/Basecamp+Cafe/data=!4m7!3m6!1s0x2e78575c72ce5a6b:0xe9875e8327366435!8m2!3d-7.8348073!4d112.0311672!16s%2Fg%2F11jcs4_1cx!19sChIJa1rOclxXeC4RNWQ2J4Neh-k","","","","",""
"deSatu Coffee","4.7","251","Rp 1–25.000","Buka Kam pukul 08.00  ""barista ramah imut lucu kalcer  dan menggemaskan 💕💚🤭🫶🏻😋🫸🏻🤛🏻""","","","","","","","https://www.google.com/maps/place/deSatu+Coffee/data=!4m7!3m6!1s0x2e78573719e7b627:0xfe188fe6b3c27473!8m2!3d-7.8158979!4d112.025093!16s%2Fg%2F11fgj3xzfq!19sChIJJ7bnGTdXeC4Rc3TCs-aPGP4","","","","",""
"Kopicab","4.7","356","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Kopicab/data=!4m7!3m6!1s0x2e78570bb44248d7:0x6a15dd3b75c18d4b!8m2!3d-7.8202632!4d112.0007816!16s%2Fg%2F11h0_q2zkm!19sChIJ10hCtAtXeC4RS43BdTvdFWo","","","","",""
"pehkopi","4.6","388","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/pehkopi/data=!4m7!3m6!1s0x2e78574353f9dec5:0xcb239de71bb6513!8m2!3d-7.8219463!4d112.0162801!16s%2Fg%2F11c459r5_r!19sChIJxd75U0NXeC4RE2W7cd45sgw","","","","",""
"BELIKOPI. KEDIRI","4.0","590","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/BELIKOPI.+KEDIRI/data=!4m7!3m6!1s0x2e78573cc08552cb:0xdee87ecc7f6ef517!8m2!3d-7.8152732!4d112.0173939!16s%2Fg%2F11hht6nfl9!19sChIJy1KFwDxXeC4RF_Vuf8x-6N4","","","","",""
"Kopi Kenangan - Hayam Wuruk Kediri","4.4","475","Rp 25–50 rb","","","","","","","","https://www.google.com/maps/place/Kopi+Kenangan+-+Hayam+Wuruk+Kediri/data=!4m7!3m6!1s0x2e78579171fc33a9:0x456d127eacdd5118!8m2!3d-7.8145747!4d112.0155106!16s%2Fg%2F11pdf5qylc!19sChIJqTP8cZFXeC4RGFHdrH4SbUU","","","","",""
"Kopi Gus Cabang Kediri","4.7","182","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Kopi+Gus+Cabang+Kediri/data=!4m7!3m6!1s0x2e785780a10a852b:0xd9a30ca8bf9a7de!8m2!3d-7.8467172!4d112.0215462!16s%2Fg%2F11fpc434d4!19sChIJK4UKoYBXeC4R3qf5i8owmg0","","","","",""
"Omah Bambu","4.2","139","","","","","","","","","https://www.google.com/maps/place/Omah+Bambu/data=!4m7!3m6!1s0x2e7857146e98637f:0x6791932612059ed9!8m2!3d-7.8330611!4d111.9963086!16s%2Fg%2F11f3m9wwv1!19sChIJf2OYbhRXeC4R2Z4FEiaTkWc","","","","",""
"Warung Kopi SAYA - Buka 24 Jam (live music, wifi cepat/unlimited, parkir luas, working space, colokan listrik, cafe vibes)","4.5","36","","Warung Kopi SAYA - Buka 24 Jam (live music, wifi cepat/unlimited, parkir luas, working space, colokan listrik, cafe vibes)  4,5(36)Kedai Kopi","","","","","","","https://www.google.com/maps/place/Warung+Kopi+SAYA+-+Buka+24+Jam+%28live+music,+wifi+cepat%2Funlimited,+parkir+luas,+working+space,+colokan+listrik,+cafe+vibes%29/data=!4m7!3m6!1s0x2e78570010638155:0x67184ea35a97685f!8m2!3d-7.8397057!4d112.0268104!16s%2Fg%2F11ld3c9jv2!19sChIJVYFjEABXeC4RX2iXWqNOGGc","","","","",""
"WE CAFÉ","4.5","28","Rp 25–50 rb","","","","","","","","https://www.google.com/maps/place/WE+CAF%C3%89/data=!4m7!3m6!1s0x2e7857923d62e625:0xbba98855625d9ef5!8m2!3d-7.8230612!4d112.0185398!16s%2Fg%2F11vjdk_1j8!19sChIJJeZiPZJXeC4R9Z5dYlWIqbs","","","","",""
"De'Bronto's Coffee House","4.2","206","Rp 50–75 rb","","","","","","","","https://www.google.com/maps/place/De%27Bronto%27s+Coffee+House/data=!4m7!3m6!1s0x2e785714f2d7dc23:0xbf4ad9b10452d141!8m2!3d-7.8159211!4d112.022229!16s%2Fg%2F1hd_47l7z!19sChIJI9zX8hRXeC4RQdFSBLHZSr8","","","","",""
"Warung N'Dlesep","4.7","872","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Warung+N%27Dlesep/data=!4m7!3m6!1s0x2e7857a492413bb3:0xbee56f2e68f0a663!8m2!3d-7.834702!4d112.014998!16s%2Fg%2F11ghzwn32x!19sChIJsztBkqRXeC4RY6bwaC5v5b4","","","","",""
"Pinka kediri","4.7","19","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Pinka+kediri/data=!4m7!3m6!1s0x2e78576788b0e425:0xb6a97540431b73b1!8m2!3d-7.8124263!4d112.0068635!16s%2Fg%2F11q23h77cw!19sChIJJeSwiGdXeC4RsXMbQ0B1qbY","","","","",""
"Kedai kopi Papringan","4.4","1520","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Kedai+kopi+Papringan/data=!4m7!3m6!1s0x2e7857064fc540bb:0x15fdfe801f0922fd!8m2!3d-7.8299024!4d112.0094658!16s%2Fg%2F11cmtqx4x2!19sChIJu0DFTwZXeC4R_SIJH4D-_RU","","","","",""
"Coffee","4.4","82","$","","","","","","","","https://www.google.com/maps/place/Coffee/data=!4m7!3m6!1s0x2e7857b402dfd00b:0x49212cf782289206!8m2!3d-7.8454643!4d112.0069934!16s%2Fg%2F11cn8v_x0c!19sChIJC9DfArRXeC4RBpIogvcsIUk","","","","",""
"Jenaka Kopi Kediri","4.3","104","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Jenaka+Kopi+Kediri/data=!4m7!3m6!1s0x2e78f1a239aef6d5:0x92a3a06ac3de3058!8m2!3d-7.816982!4d112.0177648!16s%2Fg%2F11rf8zhypn!19sChIJ1fauOaLxeC4RWDDew2qgo5I","","","","",""
"Cafe","4.5","10","","Cafe  4,5(10)Kedai Kopi","","","","","","","https://www.google.com/maps/place/Cafe/data=!4m7!3m6!1s0x2e78574e77d72261:0x1b35688c5074f269!8m2!3d-7.8189156!4d112.0250246!16s%2Fg%2F11n7wctjkd!19sChIJYSLXd05XeC4RafJ0UIxoNRs","","","","",""
"Koppi","4.7","74","Rp 25–50 rb","Buka Kam pukul 09.00  ""barista ramah, taste coffeenya dapet""","","","","","","","https://www.google.com/maps/place/Koppi/data=!4m7!3m6!1s0x2e7857c8e5f30e4b:0xd231fb1c666110a1!8m2!3d-7.8158637!4d112.0204213!16s%2Fg%2F11qtxj0qv9!19sChIJSw7z5chXeC4RoRBhZhz7MdI","","","","",""
"Kopi Kota Kediri","4.5","172","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Kopi+Kota+Kediri/data=!4m7!3m6!1s0x2e78579295bcf6bf:0x464c5699f8428157!8m2!3d-7.8199411!4d112.0205104!16s%2Fg%2F11nff1zfn7!19sChIJv_a8lZJXeC4RV4FC-JlWTEY","","","","",""
"Bube Kediri","4.5","18","","","","","","","","","https://www.google.com/maps/place/Bube+Kediri/data=!4m7!3m6!1s0x2e785760db2f79f1:0xa6ee28706ec7ee8a!8m2!3d-7.8204031!4d111.9984074!16s%2Fg%2F11kcbh8qtx!19sChIJ8Xkv22BXeC4Riu7HbnAo7qY","","","","",""
"Biji Sesawi Tongkrongan","5.0","61","Rp 1–25.000","","","","","","","","https://www.google.com/maps/place/Biji+Sesawi+Tongkrongan/data=!4m7!3m6!1s0x2e7857b8587adaa3:0x478d321674ce5412!8m2!3d-7.8504955!4d112.0122236!16s%2Fg%2F11y28p2xz_!19sChIJo9p6WLhXeC4RElTOdBYyjUc","","","","",""
"JA-DI COFEE SEMERU KOTA KEDIRI","5.0","11","","","","","","","","","https://www.google.com/maps/place/JA-DI+COFEE+SEMERU+KOTA+KEDIRI/data=!4m7!3m6!1s0x2e785700107172a5:0xe164326644e00a4e!8m2!3d-7.827563!4d111.9951495!16s%2Fg%2F11mf14xq87!19sChIJpXJxEABXeC4RTgrgRGYyZOE","","","","",""
